"Index","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"2020-01-09",71.0964965820312,71.4339981079102,70.510498046875,70.989501953125,33200000,70.989501953125
"2020-01-10",71.473503112793,71.7470016479492,70.9800033569336,71.447998046875,26258000,71.447998046875
"2020-01-13",71.7624969482422,72.0739974975586,71.2685012817383,72.0015029907227,30730000,72.0015029907227
"2020-01-14",72,72.1315002441406,71.3884963989258,71.5295028686523,26076000,71.5295028686523
"2020-01-15",71.6510009765625,72.0390014648438,71.5830001831055,71.9599990844727,21550000,71.9599990844727
"2020-01-16",72.2724990844727,72.5350036621094,72,72.5080032348633,26080000,72.5080032348633
"2020-01-17",73.1269989013672,74.0274963378906,72.8274993896484,73.9759979248047,52424000,73.9759979248047
"2020-01-21",73.9499969482422,74.4940032958984,73.510498046875,74.1125030517578,48930000,74.1125030517578
"2020-01-22",74.4865036010742,75.0289993286133,74.1330032348633,74.1934967041016,28458000,74.1934967041016
"2020-01-23",74.3775024414062,74.6750030517578,74.015998840332,74.2344970703125,26650000,74.2344970703125
"2020-01-24",74.640998840332,74.7099990844727,73.1589965820312,73.3085021972656,29786000,73.3085021972656
"2020-01-27",71.5770034790039,71.8290023803711,70.9749984741211,71.5865020751953,34132000,71.5865020751953
"2020-01-28",72.0869979858398,72.7399978637695,71.5179977416992,72.5250015258789,29724000,72.5250015258789
"2020-01-29",72.9229965209961,73.2070007324219,72.2695007324219,72.8349990844727,21566000,72.8349990844727
"2020-01-30",71.9049987792969,72.7624969482422,71.75,72.7125015258789,27110000,72.7125015258789
"2020-01-31",73.3929977416992,73.4834976196289,71.3529968261719,71.6389999389648,43822000,71.6389999389648
"2020-02-03",73.0824966430664,74.3150024414062,72.8304977416992,74.129997253418,71636000,74.129997253418
"2020-02-04",72.7245025634766,73.3669967651367,71.1015014648438,72.2705001831055,95880000,72.2705001831055
"2020-02-05",73.1804962158203,73.2289962768555,71.484001159668,72.3024978637695,36376000,72.3024978637695
"2020-02-06",72.5989990234375,74.0780029296875,72.5240020751953,73.7985000610352,37822000,73.7985000610352
"2020-02-07",73.369499206543,74.2624969482422,73.2705001831055,73.9554977416992,28360000,73.9554977416992
"2020-02-10",73.8615036010742,75.4440002441406,73.7600021362305,75.4329986572266,38302000,75.4329986572266
"2020-02-11",75.6634979248047,76.4940032958984,75.2724990844727,75.5029983520508,34852000,75.5029983520508
"2020-02-12",75.7929992675781,76.0149993896484,75.4335021972656,75.9315032958984,31042000,75.9315032958984
"2020-02-13",75.5,76.2975006103516,75.1999969482422,75.6695022583008,22914000,75.6695022583008
"2020-02-14",75.7265014648438,76.0025024414062,75.2774963378906,75.9365005493164,23198000,75.9365005493164
"2020-02-18",75.7170028686523,76.5279998779297,75.5504989624023,75.9720001220703,25642000,75.9720001220703
"2020-02-19",76.3600006103516,76.5370025634766,76.0490036010742,76.2434997558594,22746000,76.2434997558594
"2020-02-20",75.9505004882812,76.3535003662109,75.2129974365234,75.8495025634766,25962000,75.8495025634766
"2020-02-21",75.2289962768555,75.5475006103516,73.9244995117188,74.1729965209961,42520000,74.1729965209961
"2020-02-24",71.1524963378906,71.8190002441406,70.3395004272461,70.9929962158203,49560000,70.9929962158203
"2020-02-25",71.5500030517578,71.8424987792969,69.0210037231445,69.3160018920898,51580000,69.3160018920898
"2020-02-26",69.7490005493164,70.6835021972656,68.8274993896484,69.5234985351562,49776000,69.5234985351562
"2020-02-27",67.9570007324219,68.4700012207031,65.7119979858398,65.7474975585938,62290000,65.7474975585938
"2020-02-28",63.7154998779297,67.1224975585938,63.4104995727539,66.9625015258789,80198000,66.9625015258789
"2020-03-02",67.5695037841797,69.3734970092773,66.2600021362305,69.3160018920898,55430000,69.3160018920898
"2020-03-03",69.8840026855469,70.4095001220703,66.4619979858398,66.8860015869141,56602000,66.8860015869141
"2020-03-04",67.947998046875,69.1389999389648,66.8499984741211,69.0800018310547,47598000,69.0800018310547
"2020-03-05",67.2774963378906,67.6815032958984,65.0820007324219,65.7379989624023,54380000,65.7379989624023
"2020-03-06",63.497501373291,65.1374969482422,62.8605003356934,64.7870025634766,64640000,64.7870025634766
"2020-03-09",60.2480010986328,62.6365013122559,59.9020004272461,60.7895011901855,69252000,60.7895011901855
"2020-03-10",62.7195014953613,63.7924995422363,60.7254981994629,63.7584991455078,54872000,63.7584991455078
"2020-03-11",62.413501739502,62.8465003967285,59.556999206543,60.5449981689453,54732000,60.5449981689453
"2020-03-12",56.1310005187988,59.4375,55.4235000610352,55.5774993896484,94326000,55.5774993896484
"2020-03-13",58.7495002746582,60.7200012207031,55.6144981384277,60.7135009765625,79400000,60.7135009765625
"2020-03-16",54.4804992675781,57.2734985351562,53.3540000915527,53.6500015258789,96520000,53.6500015258789
"2020-03-17",54.5320014953613,56.2999992370605,52.4550018310547,55.9029998779297,83194000,55.9029998779297
"2020-03-18",52.9970016479492,55.2495002746582,51.8499984741211,54.5595016479492,93044000,54.5595016479492
"2020-03-19",54.4109992980957,57.630500793457,52.7775001525879,55.5834999084473,74064000,55.5834999084473
"2020-03-20",56.5449981689453,56.923999786377,53.1049995422363,53.4104995727539,82878000,53.4104995727539
"2020-03-23",52.8185005187988,53.3455009460449,50.4435005187988,52.7065010070801,83672000,52.7065010070801
"2020-03-24",55.1990013122559,56.6665000915527,54.3214988708496,56.5004997253418,72468000,56.5004997253418
"2020-03-25",56.2290000915527,57.3084983825684,54.1505012512207,55.0810012817383,90324000,55.0810012817383
"2020-03-26",55.7360000610352,58.5740013122559,54.6015014648438,58.1459999084473,76562000,58.1459999084473
"2020-03-27",56.3735008239746,57.5525016784668,55.2000007629395,55.5130004882812,62794000,55.5130004882812
"2020-03-30",56.6319999694824,57.5499992370605,54.9244995117188,57.3154983520508,58736000,57.3154983520508
"2020-03-31",57.4365005493164,58.6699981689453,56.8359985351562,58.0974998474121,65228000,58.0974998474121
"2020-04-01",56.2000007629395,56.4710006713867,54.6744995117188,55.1049995422363,51970000,55.1049995422363
"2020-04-02",55,56.138500213623,54.6565017700195,55.8515014648438,56410000,55.8515014648438
"2020-04-03",55.7355003356934,55.9394989013672,53.7540016174316,54.6349983215332,51374000,54.6349983215332
"2020-04-06",56.6500015258789,59.5374984741211,56.25,59.1595001220703,63320000,59.1595001220703
"2020-04-07",60.8504981994629,61.0390014648438,58.8624992370605,59.1279983520508,61620000,59.1279983520508
"2020-04-08",60.1549987792969,60.7449989318848,59.1974983215332,60.3499984741211,40334000,60.3499984741211
"2020-04-09",60.9090003967285,61.0994987487793,59.6209983825684,60.328498840332,54028000,60.328498840332
"2020-04-13",60.0750007629395,60.726001739502,59.1165008544922,60.5205001831055,38702000,60.5205001831055
"2020-04-14",61.9985008239746,63.7874984741211,61.4269981384277,63.2615013122559,63358000,63.2615013122559
"2020-04-15",62.3255004882812,63.755500793457,61.7000007629395,62.8650016784668,42236000,62.8650016784668
"2020-04-16",63.3569984436035,63.6679992675781,61.9099998474121,62.8714981079102,57896000,62.8714981079102
"2020-04-17",64.0849990844727,64.5,63.2999992370605,63.9500007629395,51050000,63.9500007629395
"2020-04-20",63.494499206543,63.8409996032715,62.8219985961914,63.0574989318848,35292000,63.0574989318848
"2020-04-21",62.1355018615723,62.5,60.25,60.6080017089844,49648000,60.6080017089844
"2020-04-22",62.0555000305176,63.9939994812012,61.8600006103516,62.9205017089844,46296000,62.9205017089844
"2020-04-23",63.2869987487793,64.4075012207031,63.0265007019043,63.5584983825684,34202000,63.5584983825684
"2020-04-24",62.75,63.8855018615723,62.2000007629395,63.8300018310547,37402000,63.8300018310547
"2020-04-27",64.5999984741211,64.7050018310547,63.2529983520508,63.5429992675781,44186000,63.5429992675781
"2020-04-28",64.1600036621094,64.2379989624023,61.5190010070801,61.6295013427734,80700000,61.6295013427734
"2020-04-29",67.25,68.0074996948242,66.3365020751953,67.109001159668,108358000,67.109001159668
"2020-04-30",66.568000793457,67.5,66.0749969482422,67.3349990844727,55842000,67.3349990844727
"2020-05-01",66.2044982910156,67.5715026855469,65.4830017089844,65.8659973144531,48872000,65.8659973144531
"2020-05-04",65.4065017700195,66.223503112793,64.8004989624023,66.1449966430664,30806000,66.1449966430664
"2020-05-05",66.875,68.5504989624023,66.7515029907227,67.4509963989258,39666000,67.4509963989258
"2020-05-06",67.9000015258789,68.4345016479492,67.2565002441406,67.2714996337891,31732000,67.2714996337891
"2020-05-07",68.0654983520508,68.8000030517578,67.6269989013672,68.463996887207,30652000,68.463996887207
"2020-05-08",69.0910034179688,69.8320007324219,68.6005020141602,69.2170028686523,33326000,69.2170028686523
"2020-05-11",68.8395004272461,70.776496887207,68.7750015258789,70.1794967651367,32718000,70.1794967651367
"2020-05-12",70.411003112793,70.7164993286133,68.7255020141602,68.7590026855469,33918000,68.7590026855469
"2020-05-13",68.8079986572266,69.2665023803711,66.4004974365234,67.4164962768555,40368000,67.4164962768555
"2020-05-14",66.6760025024414,67.8684997558594,66.1650009155273,67.8430023193359,36660000,67.8430023193359
"2020-05-15",67.4130020141602,68.7289962768555,66.9499969482422,68.6529998779297,41544000,68.6529998779297
"2020-05-18",68.0790023803711,69.6380004882812,67.7099990844727,69.2590026855469,47094000,69.2590026855469
"2020-05-19",69.2740020751953,69.6244964599609,68.6880035400391,68.7200012207031,31586000,68.7200012207031
"2020-05-20",69.4580001831055,70.6015014648438,69.3710021972656,70.4580001831055,38262000,70.4580001831055
"2020-05-21",70.5494995117188,70.822998046875,69.7194976806641,70.3375015258789,30894000,70.3375015258789
"2020-05-22",70.1949996948242,70.8499984741211,69.7975006103516,70.6620025634766,28544000,70.6620025634766
"2020-05-26",72.0979995727539,72.255500793457,70.9700012207031,71.0684967041016,44590000,71.0684967041016
"2020-05-27",71,71.2675018310547,69.7300033569336,71.0139999389648,31684000,71.0139999389648
"2020-05-28",70,72.2229995727539,69.9540023803711,70.9120025634766,35170000,70.9120025634766
"2020-05-29",71.0214996337891,71.8365020751953,70.7990036010742,71.6760025024414,37044000,71.6760025024414
"2020-06-01",71.2850036621094,72.0790023803711,71.1139984130859,71.7434997558594,25162000,71.7434997558594
"2020-06-02",71.75,72.1500015258789,71.0804977416992,72.1155014038086,23442000,72.1155014038086
"2020-06-03",72.1350021362305,72.4505004882812,71.5810012817383,71.9625015258789,27732000,71.9625015258789
"2020-06-04",71.838996887207,72.0660018920898,70.3004989624023,70.7149963378906,26982000,70.7149963378906
"2020-06-05",70.7819976806641,72.3150024414062,70.3809967041016,72.0009994506836,42642000,72.0009994506836
"2020-06-08",71.3140029907227,72.4499969482422,71.2239990234375,72.4020004272461,33878000,72.4020004272461
"2020-06-09",72.2620010375977,73.3899993896484,72.1179962158203,72.6039962768555,33624000,72.6039962768555
"2020-06-10",73.0755004882812,73.6384963989258,72.7180023193359,73.2350006103516,31762000,73.2350006103516
"2020-06-11",72.0514984130859,72.5800018310547,69.9205017089844,70.0950012207031,47144000,70.0950012207031
"2020-06-12",71.2929992675781,71.7255020141602,69.2900009155273,70.6460037231445,36676000,70.6460037231445
"2020-06-15",69.4745025634766,71.25,69.3600006103516,71.0370025634766,30468000,71.0370025634766
"2020-06-16",72.4499969482422,72.8584976196289,71.4495010375977,72.3235015869141,30648000,72.3235015869141
"2020-06-17",72.6470031738281,73.1100006103516,71.7565002441406,72.6269989013672,30610000,72.6269989013672
"2020-06-18",72.4925003051758,72.6484985351562,71.3119964599609,71.7060012817383,34862000,71.7060012817383
"2020-06-19",72,72.2249984741211,70.9499969482422,71.2320022583008,52784000,71.2320022583008
"2020-06-22",71.2505035400391,72.5475006103516,70.9595031738281,72.5329971313477,29442000,72.5329971313477
"2020-06-23",72.5999984741211,73.7600021362305,72.25,73.1989974975586,37752000,73.1989974975586
"2020-06-24",73.1640014648438,73.7894973754883,71.5,71.6350021362305,31592000,71.6350021362305
"2020-06-25",71.5609970092773,72.1159973144531,70.9769973754883,72.0550003051758,23958000,72.0550003051758
"2020-06-26",71.6315002441406,71.8509979248047,67.75,68.1269989013672,97640000,68.1269989013672
"2020-06-29",68.0169982910156,69.9000015258789,67.5824966430664,69.8584976196289,45074000,69.8584976196289
"2020-06-30",69.8440017700195,71.1999969482422,69.3464965820312,70.9024963378906,40286000,70.9024963378906
"2020-07-01",70.9585037231445,72.4240036010742,70.7089996337891,72.0999984741211,42182000,72.0999984741211
"2020-07-02",72.5920028686523,74.4260025024414,72.5534973144531,73.4964981079102,57218000,73.4964981079102
"2020-07-06",74.4075012207031,75.5,73.8489990234375,74.9824981689453,44712000,74.9824981689453
"2020-07-07",74.8065032958984,76.0660018920898,74.4850006103516,74.4960021972656,42364000,74.4960021972656
"2020-07-08",75.0400009155273,75.5585021972656,74.6149978637695,75.1800003051758,31766000,75.1800003051758
"2020-07-09",75.4964981079102,76.4570007324219,74.7795028686523,75.9329986572266,41836000,75.9329986572266
"2020-07-10",75.6624984741211,77.0670013427734,75.036003112793,76.9505004882812,35918000,76.9505004882812
"2020-07-13",77.4970016479492,78.818000793457,75.3280029296875,75.6115036010742,42954000,75.6115036010742
"2020-07-14",74.6395034790039,76.1399993896484,74.296501159668,76.0429992675781,38108000,76.0429992675781
"2020-07-15",76.1614990234375,76.8164978027344,74.8915023803711,75.8440017700195,31026000,75.8440017700195
"2020-07-16",75.0749969482422,75.7955017089844,74.4134979248047,75.7460021972656,26484000,75.7460021972656
"2020-07-17",75.8454971313477,76.171501159668,74.9049987792969,75.8424987792969,34264000,75.8424987792969
"2020-07-20",75.75,78.4505004882812,75.1350021362305,78.1920013427734,30166000,78.1920013427734
"2020-07-21",79.2515029907227,79.3525009155273,77.6309967041016,77.7959976196289,27486000,77.7959976196289
"2020-07-22",77.7854995727539,78.3489990234375,77.1614990234375,78.2425003051758,24482000,78.2425003051758
"2020-07-23",78.296501159668,78.5175018310547,75.4294967651367,75.8375015258789,33910000,75.8375015258789
"2020-07-24",74.9595031738281,75.7714996337891,74.3795013427734,75.4104995727539,29902000,75.4104995727539
"2020-07-27",75.6630020141602,76.8779983520508,75.6165008544922,76.4714965820312,27124000,76.4714965820312
"2020-07-28",76.25,76.3004989624023,75.0260009765625,75.182502746582,30910000,75.182502746582
"2020-07-29",75.25,76.6664962768555,75.1504974365234,76.1754989624023,22676000,76.1754989624023
"2020-07-30",74.8984985351562,77.0445022583008,74.7584991455078,76.9185028076172,36042000,76.9185028076172
"2020-07-31",74.8525009155273,75.2509994506836,72.6999969482422,74.3974990844727,91468000,74.3974990844727
"2020-08-03",74.5500030517578,74.8864974975586,73.5859985351562,74.1380004882812,45482000,74.1380004882812
"2020-08-04",74.3355026245117,74.6555023193359,73.2014999389648,73.6650009155273,37212000,73.6650009155273
"2020-08-05",73.8410034179688,74.5,73.5609970092773,73.9544982910156,29134000,73.9544982910156
"2020-08-06",73.807502746582,75.3134994506836,73.5950012207031,75.2474975585938,33306000,75.2474975585938
"2020-08-07",75.4520034790039,76.0045013427734,74.3134994506836,74.9185028076172,27718000,74.9185028076172
"2020-08-10",74.5400009155273,75.3574981689453,73.8744964599609,74.8410034179688,20546000,74.8410034179688
"2020-08-11",74.6999969482422,75.5220031738281,73.9095001220703,74.0270004272461,31098000,74.0270004272461
"2020-08-12",74.3560028076172,75.5835037231445,74.25,75.3619995117188,22512000,75.3619995117188
"2020-08-13",75.4104995727539,76.848503112793,75.4104995727539,75.8324966430664,22388000,75.8324966430664
"2020-08-14",75.6804962158203,75.989501953125,74.9499969482422,75.2314987182617,21942000,75.2314987182617
"2020-08-17",75.7985000610352,76.1890029907227,75.25,75.8119964599609,19990000,75.8119964599609
"2020-08-18",76.3059997558594,77.8684997558594,76.0835037231445,77.7890014648438,28378000,77.7890014648438
"2020-08-19",77.6244964599609,78.443000793457,77,77.2304992675781,30472000,77.2304992675781
"2020-08-20",76.9984970092773,79.0084991455078,76.7229995727539,78.8125,26382000,78.8125
"2020-08-21",78.5899963378906,79.5940017700195,78.1155014038086,78.7785034179688,34838000,78.7785034179688
